parameter_name,long_name,classification,classification_confidence,classification_reasoning,value_type,value_details,defined_by_extensions,defined_by_summary,has_requirements,num_csr_references,csr_names,spec_file,spec_line,spec_score,spec_is_normative,spec_in_note,spec_text,description
SSTATEEN_JVT_TYPE,TODO,NORM_CSR_RW,low,CSR field type control parameter for 'sstateen' (determines RO/RW behavior),enum,"values: ['rw', 'read-only-0', 'read-only-1']","Ssstateen, Zcmt",ext:Zcmt AND ext:Ssstateen,True,0,,zc.adoc,2341,4,True,False,"[#norm:Zcmt_entry_sz]#The base of the table is in the jvt CSR (see <<csrs-jvt>>), each table entry is XLEN bits.#","Behavior of the sstateen0.JVT bit:

  * 'rw': read-write
  * 'read-only-0': read-only, fixed to 0
  * 'read-only-1': read-only, fixed to 1"
STVAL_WIDTH,TODO,NORM_DIRECT,medium,Trap value reporting parameter,range,[None..18446744073709551615],S,ext:S,False,0,,supervisor.adoc,707,6,True,False,[[norm:stval]],"The number of implemented bits in `stval`.

Must be greater than or equal to _max_(`PHYS_ADDR_WIDTH`, `VA_SIZE`)"
STVEC_MODE_DIRECT,TODO,NORM_CSR_WARL,high,Referenced in sw_write() of stvec.MODE,binary,"choices: [True, False]",S,ext:S,True,1,stvec,hypervisor.adoc,1304,8,False,False,"VS-mode’s version of supervisor register `stvec`, formatted as shown in",Whether or not `stvec.MODE` supports Direct (0).
STVEC_MODE_VECTORED,TODO,NORM_CSR_WARL,high,Referenced in sw_write() of stvec.MODE,binary,"choices: [True, False]",S,ext:S,True,1,stvec,machine.adoc,1256,9,True,False,"[#norm:mtvec_mode_vectored_op]#When MODE=Vectored, all synchronous exceptions into machine mode cause",Whether or not `stvec.MODE` supports Vectored (1).
SUPPORT_FRACTIONAL_LMUL_BEYOND_REQUIRED,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: ['no_unrequired_supported', 'custom']",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,284,12,False,False,"requirement is to support LMUL {ge} SEW~MIN~/ELEN, where SEW~MIN~ is","For a given supported fractional LMUL setting, implementations must
provide support for SEW settings covering the range from SEW_MIN
up to LMUL * ELEN, inclusive. This ensures types narrower than the
maximum SEW are supported when fractional LMULs are selected."
SV32X4_TRANSLATION,TODO,NORM_CSR_WARL,high,Referenced in sw_write() of hgatp.MODE,binary,"choices: [True, False]",H,ext:H AND param:SXLEN(includes=32),True,3,hgatp,hypervisor.adoc,1915,9,False,False,"When `hgatp`.MODE specifies a translation scheme of Sv32x4, Sv39x4,",Whether or not Sv32x4 translation mode is supported.
SV32_VSMODE_TRANSLATION,TODO,NORM_DIRECT,medium,Translation/mode parameter,binary,"choices: [True, False]",H,ext:H AND param:VSXLEN(includes=32),True,0,,a-st-ext.adoc,70,5,True,False,[#norm:sc_failed_side_effects]#but it is UNSPECIFIED whether any side effects of implicit address translation,"Whether or not Sv32 translation is supported in first-stage (VS-stage)
translation."
SV39X4_TRANSLATION,TODO,NORM_CSR_WARL,high,Referenced in sw_write() of hgatp.MODE,binary,"choices: [True, False]",H,ext:H AND param:SXLEN(includes=64),True,3,hgatp,hypervisor.adoc,1007,9,False,False,".Hypervisor guest address translation and protection register `hgatp` when HSXLEN=64 for MODE values Bare, Sv39x4, Sv48x4, and Sv57x4.",Whether or not Sv39x4 translation mode is supported.
SV39_VSMODE_TRANSLATION,TODO,NORM_DIRECT,medium,Translation/mode parameter,binary,"choices: [True, False]",H,ext:H AND param:VSXLEN(includes=64),True,0,,a-st-ext.adoc,70,5,True,False,[#norm:sc_failed_side_effects]#but it is UNSPECIFIED whether any side effects of implicit address translation,"Whether or not Sv39 translation is supported in first-stage (VS-stage)
translation."
SV48X4_TRANSLATION,TODO,NORM_CSR_WARL,high,Referenced in sw_write() of hgatp.MODE,binary,"choices: [True, False]",H,ext:H AND param:SXLEN(includes=64),True,3,hgatp,hypervisor.adoc,1007,9,False,False,".Hypervisor guest address translation and protection register `hgatp` when HSXLEN=64 for MODE values Bare, Sv39x4, Sv48x4, and Sv57x4.",Whether or not Sv48x4 translation mode is supported.
SV48_VSMODE_TRANSLATION,TODO,NORM_DIRECT,medium,Translation/mode parameter,binary,"choices: [True, False]",H,ext:H AND param:VSXLEN(includes=64),True,0,,a-st-ext.adoc,70,5,True,False,[#norm:sc_failed_side_effects]#but it is UNSPECIFIED whether any side effects of implicit address translation,"Whether or not Sv48 translation is supported in first-stage (VS-stage)
translation."
SV57X4_TRANSLATION,TODO,NORM_CSR_WARL,high,Referenced in sw_write() of hgatp.MODE,binary,"choices: [True, False]",H,ext:H AND param:SXLEN(includes=64),True,3,hgatp,hypervisor.adoc,1007,9,False,False,".Hypervisor guest address translation and protection register `hgatp` when HSXLEN=64 for MODE values Bare, Sv39x4, Sv48x4, and Sv57x4.",Whether or not Sv57x4 translation mode is supported.
SV57_VSMODE_TRANSLATION,TODO,NORM_DIRECT,medium,Translation/mode parameter,binary,"choices: [True, False]",H,ext:H AND param:VSXLEN(includes=64),True,0,,a-st-ext.adoc,70,5,True,False,[#norm:sc_failed_side_effects]#but it is UNSPECIFIED whether any side effects of implicit address translation,"Whether or not Sv57 translation is supported in first-stage (VS-stage)
translation."
SXLEN,TODO,NORM_DIRECT,high,Well-known architectural parameter 'SXLEN',set,"subset of [32, 64]",S,ext:S,True,3,"hstatus, mstatus",machine.adoc,575,11,False,False,"When MXLEN=32, the SXL and UXL fields do not exist, and SXLEN=32 and UXLEN=32.","Set of XLENs supported in S-mode. Can be one of:

  * 32:   SXLEN is always 32
  * 64:   SXLEN is always 64
  * [32, 64]: SXLEN can be changed (via mstatus.SXL) between 32 and 64"
S_MODE_ENDIANNESS,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of mstatus.SBE,enum,"values: ['little', 'big', 'dynamic']",S,ext:S,False,4,"mstatus, mstatush",machine.adoc,679,22,True,False,"[#norm:mstatus_mstatush_xbe_warl]#The MBE, SBE, and UBE bits in `mstatus` and `mstatush` are *WARL* fields# that","Endianness of data in S-mode. Can be one of:

 * little:  S-mode data is always little endian
 * big:     S-mode data is always big endian
 * dynamic: S-mode data can be either little or big endian,
            depending on the CSR field `mstatus.SBE`"
TIME_CSR_IMPLEMENTED,TODO,NORM_DIRECT,high,Feature/CSR existence parameter ('IMPLEMENTED' suffix),binary,"choices: [True, False]",Zicntr,ext:Zicntr,False,2,"time, timeh",hypervisor.adoc,901,19,False,False,"If the `time` CSR is implemented, `htimedelta` (and `htimedeltah` for XLEN=32)","Whether or not a real hardware `time` CSR exists. Implementations can either provide a real
CSR or emulate access at M-mode.

Possible values:

true::
  `time`/`timeh` exists, and accessing it will not cause an IllegalInstruction trap

false::
  `time`/`timeh` does not exist.
  Accessing the CSR wil"
TINST_VALUE_ON_BREAKPOINT,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,binary,"choices: ['always zero', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on a Breakpoint exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""custom"": Write a custom value, which results in UNPREDICTABLE"
TINST_VALUE_ON_FINAL_INSTRUCTION_GUEST_PAGE_FAULT,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,binary,"choices: ['always zero', 'always pseudoinstruction']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,2567,9,False,False,==== Transformed Instruction or Pseudoinstruction for `mtinst` or `htinst`,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible values:
  * ""always zero"": Always write the value zero
  * ""always pseudoinstruction"": Always write the pseudoinstruction"
TINST_VALUE_ON_FINAL_LOAD_GUEST_PAGE_FAULT,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,enum,"values: ['always zero', 'always pseudoinstruction', 'always transformed standard instruction', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible values:
  * ""always zero"": Always write the value zero
  * ""always pseudoinstruction"": Always write the pseudoinstruction
  * ""always transformed standard instruction"": Always write the transformation"
TINST_VALUE_ON_FINAL_STORE_AMO_GUEST_PAGE_FAULT,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,enum,"values: ['always zero', 'always pseudoinstruction', 'always transformed standard instruction', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value to write into htval/mtval2 when there is a guest page fault on a final translation.

Possible values:
  * ""always zero"": Always write the value zero
  * ""always pseudoinstruction"": Always write the pseudoinstruction
  * ""always transformed standard instruction"": Always write the transformation"
TINST_VALUE_ON_INSTRUCTION_ADDRESS_MISALIGNED,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,binary,"choices: ['always zero', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,2567,9,False,False,==== Transformed Instruction or Pseudoinstruction for `mtinst` or `htinst`,"Value written into htinst/mtinst when there is an instruction address misaligned exception.

Possible values:
  * ""always zero"": Always write the value zero
  * ""custom"": Write a custom value, which results in UNPREDICTABLE"
TINST_VALUE_ON_LOAD_ACCESS_FAULT,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,enum,"values: ['always zero', 'always transformed standard instruction', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on an AccessFault exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""always transformed standard instruction"": Always write a transformed standard instruction as defined by H
  * ""custom"": Write a custom value, which resu"
TINST_VALUE_ON_LOAD_ADDRESS_MISALIGNED,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,enum,"values: ['always zero', 'always transformed standard instruction', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""always transformed standard instruction"": Always write a transformed standard instruction as defined by H
  * ""custom"": Write a custom value, whic"
TINST_VALUE_ON_LOAD_PAGE_FAULT,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,enum,"values: ['always zero', 'always transformed standard instruction', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on a LoadPageFault exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""always transformed standard instruction"": Always write a transformed standard instruction as defined by H
  * ""custom"": Write a custom value, which res"
TINST_VALUE_ON_MCALL,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,binary,"choices: ['always zero', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on a MCall exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""custom"": Write a custom value, which results in UNPREDICTABLE"
TINST_VALUE_ON_SCALL,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,binary,"choices: ['always zero', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on a SCall exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""custom"": Write a custom value, which results in UNPREDICTABLE"
TINST_VALUE_ON_STORE_AMO_ACCESS_FAULT,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,enum,"values: ['always zero', 'always transformed standard instruction', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on an AccessFault exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""always transformed standard instruction"": Always write a transformed standard instruction as defined by H
  * ""custom"": Write a custom value, which resu"
TINST_VALUE_ON_STORE_AMO_ADDRESS_MISALIGNED,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,enum,"values: ['always zero', 'always transformed standard instruction', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""always transformed standard instruction"": Always write a transformed standard instruction as defined by H
  * ""custom"": Write a custom value, whic"
TINST_VALUE_ON_STORE_AMO_PAGE_FAULT,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,enum,"values: ['always zero', 'always transformed standard instruction', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on a StoreAmoPageFault exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""always transformed standard instruction"": Always write a transformed standard instruction as defined by H
  * ""custom"": Write a custom value, which"
TINST_VALUE_ON_UCALL,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,binary,"choices: ['always zero', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on a UCall exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""custom"": Write a custom value, which results in UNPREDICTABLE"
TINST_VALUE_ON_VIRTUAL_INSTRUCTION,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,binary,"choices: ['always zero', 'custom']",H,ext:H,False,2,"htinst, mtinst",smctr.adoc,218,10,True,False,"[#norm:sctrdepth_mode]#Attempts to access `sctrdepth` from VS-mode or VU-mode raise a virtual-instruction exception, unless CTR state enable access restrictions apply.#  See <<State Enable Access Cont","Value written into htinst/mtinst on a VirtualInstruction exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""custom"": Write a custom value, which results in UNPREDICTABLE"
TINST_VALUE_ON_VSCALL,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of htinst.VALUE,binary,"choices: ['always zero', 'custom']",H,ext:H,False,2,"htinst, mtinst",hypervisor.adoc,983,8,False,False,`htinst` is a *WARL* register that need only be able to hold the values that,"Value written into htinst/mtinst on a VSCall exception from VU/VS-mode.

Possible values:
  * ""always zero"": Always write the value zero
  * ""custom"": Write a custom value, which results in UNPREDICTABLE"
TRAP_ON_EBREAK,Whether or not an EBREAK causes a synchronous exception.,NORM_DIRECT,high,Trap/report behavior parameter (matches ^TRAP_ON_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,rv32.adoc,684,4,True,False,[#norm:ENDIANNESS_LITTLE_OR_BIG]#The EEI will define whether the memory system is little-endian or big-endian.#,"The spec states that implementations may handle EBREAKs transparently
without raising a trap, in which case the EEI must provide a builtin."
TRAP_ON_ECALL_FROM_M,Whether or not an ECALL-from-M-mode causes a synchronous exception.,NORM_DIRECT,high,Trap/report behavior parameter (matches ^TRAP_ON_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,rv32.adoc,684,4,True,False,[#norm:ENDIANNESS_LITTLE_OR_BIG]#The EEI will define whether the memory system is little-endian or big-endian.#,"The spec states that implementations may handle ECALLs transparently
without raising a trap, in which case the EEI must provide a builtin."
TRAP_ON_ECALL_FROM_S,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^TRAP_ON_),binary,"choices: [True, False]",S,ext:S,False,0,,machine.adoc,2671,5,True,False,[#norm:ecall_ebreak_epc_value]#ECALL and EBREAK cause the receiving privilege mode’s `epc` register to,"Whether or not an ECALL-from-S-mode causes a synchronous exception.

The spec states that implementations may handle ECALLs transparently
without raising a trap, in which case the EEI must provide a builtin."
TRAP_ON_ECALL_FROM_U,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^TRAP_ON_),binary,"choices: [True, False]",U,ext:U,False,0,,machine.adoc,2671,5,True,False,[#norm:ecall_ebreak_epc_value]#ECALL and EBREAK cause the receiving privilege mode’s `epc` register to,"Whether or not an ECALL-from-U-mode causes a synchronous exception.

The spec states that implementations may handle ECALLs transparently
without raising a trap, in which case the EEI must provide a builtin."
TRAP_ON_ECALL_FROM_VS,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^TRAP_ON_),binary,"choices: [True, False]",H,ext:H,False,0,,machine.adoc,932,5,True,False,"[#norm:mstatus_sd_rdonly0]#If FS, XS, and VS are all read-only zero, then SD is also always zero.#","Whether or not an ECALL-from-VS-mode causes a synchronous exception.

The spec states that implementations may handle ECALLs transparently
without raising a trap, in which case the EEI must provide a builtin."
TRAP_ON_ILLEGAL_WLRL,Whether or not writing an illegal value to a WLRL CSR field causes a trap.,NORM_DIRECT,high,Trap/report behavior parameter (matches ^TRAP_ON_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,a-st-ext.adoc,424,3,True,False,"[#norm:amo_release_consistency]#To help implement multiprocessor synchronization, the AMOs optionally","Options:

  * true: Writing an illegal value to a WLRL CSR field will cause an IllegalInstruction exception.
  * false: Writing an illegal value to a WLRL CSR field causes unpredictable behavior."
TRAP_ON_RESERVED_INSTRUCTION,"Whether or not fetching an unimplemented standard instruction and/or an undefined standard
instruction from the standard/reserved opcode space causes a trap",NORM_DIRECT,high,Trap/report behavior parameter (matches ^TRAP_ON_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,c-st-ext.adoc,756,6,True,False,[#norm:Zca_illegal]#A 16-bit instruction with all bits zero is permanently reserved as an,"Options:

  * true: Fetching an unimplemented and/or undefined instruction from the standard/reserved opcode space will cause an IllegalInstruction exception.
  * false: Fetching an unimplemented and/or undefined instruction from the standard/reserved opcose space causes unpredictable behavior.

TRA"
TRAP_ON_SFENCE_VMA_WHEN_SATP_MODE_IS_READ_ONLY,TODO,NORM_DIRECT,high,Trap/report behavior parameter (matches ^TRAP_ON_),binary,"choices: [True, False]","S, Sv32, Sv39, Sv48, Sv57","ext:S AND NONE(ext:Sv32, ext:Sv39, ext:Sv48, ext:Sv57)",False,0,,hypervisor.adoc,250,9,False,False,VS-mode to execute SFENCE.VMA or SINVAL.VMA or to access CSR `satp`,"For implementations that make `satp`.MODE read-only zero
(always Bare, _i.e._, no virtual translation is implemented),
attempts to execute an SFENCE.VMA instruction might raise an
illegal-instruction exception.

TRAP_ON_SFENCE_VMA_WHEN_SATP_MODE_IS_READ_ONLY indicates whether
or not that exception o"
TRAP_ON_UNIMPLEMENTED_CSR,Whether or not fetching an unimplemented instruction causes a trap,NORM_DIRECT,high,Trap/report behavior parameter (matches ^TRAP_ON_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,f-st-ext.adoc,10,8,True,False,"with the IEEE 754-2008 arithmetic standard cite:[ieee754-2008].# [#norm:f_depends_zicsr]#The F extension depends on the ""Zicsr"" extension for control and status register access.#","Options:

  * true: Accessing an unimplemented CSR (via a `Zicsr` instruction) will cause an IllegalInstruction exception.
  * false: Accessing an unimplemented CSR (via a `Zicsr` instruction) will cause unpredictable behavior."
TRAP_ON_UNIMPLEMENTED_INSTRUCTION,Whether or not fetching an unimplemented instruction causes a trap,NORM_DIRECT,high,Trap/report behavior parameter (matches ^TRAP_ON_),binary,"choices: [True, False]",Sm,ext:Sm,False,0,,a-st-ext.adoc,69,5,True,False,"[#norm:sc_retire_permission]#No SC.W instruction shall retire unless it passes memory permission checks,#","Options:

  * true: Fetching an unimplemented instruction will cause an IllegalInstruction exception.
  * false: Fetching an unimplemented instruction causes unpredictable behavior.

An unimplemented instruction is any instruction encoding that is not defined by the implementation.
Custom instructio"
UXLEN,TODO,NORM_DIRECT,high,Well-known architectural parameter 'UXLEN',set,"subset of [32, 64]",U,ext:U,True,2,mstatus,machine.adoc,575,11,False,False,"When MXLEN=32, the SXL and UXL fields do not exist, and SXLEN=32 and UXLEN=32.","Set of XLENs supported in U-mode. When both 32 and 64 are supported, SXLEN can be changed,
via mstatus.UXL, between 32 and 64."
U_MODE_ENDIANNESS,TODO,NORM_CSR_RW,high,Controls type (RO/RW) of mstatus.UBE,enum,"values: ['little', 'big', 'dynamic']",U,ext:U,False,2,mstatus,machine.adoc,679,14,True,False,"[#norm:mstatus_mstatush_xbe_warl]#The MBE, SBE, and UBE bits in `mstatus` and `mstatush` are *WARL* fields# that","Endianness of data in U-mode. Can be one of:

 * little:  U-mode data is always little endian
 * big:     U-mode data is always big endian
 * dynamic: U-mode data can be either little or big endian,
            depending on the CSR field `mstatus.UBE`"
VECTOR_FF_NO_EXCEPTION_TRIM,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: [True, False]",Zvl32b,ext:Zvl32b,False,0,,vector-crypto.adoc,255,15,True,False,"[#norm:veccrypto_vl_vstart_egsconstr]#Since `vl` and `vstart` refer to elements, Vector Crypto instructions that use elements groups","Implementations may process fewer than `vl` elements and reduce `vl`
even when no exception occurs. However, if `vstart` == 0 and `vl` > 0,
at least one element must be processed."
VECTOR_FF_SEG_EXCEPTION_PARTIAL_LOAD,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: ['no_subsegment_loaded', 'custom']",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,1752,7,True,False,"only take a trap caused by a synchronous exception on element 0.# [#norm:vector_ff_op]#If element 0 raises an exception, `vl` is not modified, and the trap is taken.  If an element > 0 raises an excep","For fault-only-first segment loads, if an exception occurs partway
through the zeroth segment, the trap is taken. If it occurs in a
subsequent segment, `vl` may be reduced to the index of that segment.
It is implementation-defined whether a partial subset of the segment
is loaded before the trap."
VECTOR_FF_UPDATE_PAST_TRIM,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: ['update_none', 'custom']",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,1279,6,True,False,"[#norm:vsetvl_op_rs1_x0_rd_x0]#When _rs1_=`x0` and _rd_=`x0`, the instructions operate as if the current vector length in `vl` is used as the AVL, and the resulting value is written to `vl`, but not t","Fault-only-first (FF) load instructions may update active destination
elements beyond the index that causes vector-length trimming, but not
past the original `vl`. These spurious updates need not reflect the
true memory contents; non-idempotent memory should only be accessed
when the load is guarant"
VECTOR_LOAD_PAST_TRAP,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: [True, False]",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,1756,5,True,False,"[#norm:vector_ff_past_trap_param]#Similarly, fault-only-first load instructions may update active destination elements past the element that causes trimming of the vector length (but not past the orig","Vector load instructions may overwrite active destination vector register
group elements past the element index where a trap is reported; the
behavior for elements beyond the trap index is implementation-defined."
VECTOR_LOAD_SEG_FF_OVERWRITE_ELEMENTS_AFTER_FAULT,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: ['no_overwrite', 'custom']",Zvl32b,ext:Zvl32b,False,0,,vector-crypto.adoc,255,7,True,False,"[#norm:veccrypto_vl_vstart_egsconstr]#Since `vl` and `vstart` refer to elements, Vector Crypto instructions that use elements groups","Fault-only-first segment load instructions may overwrite destination
vector register group elements beyond the point where a trap is
reported or where `vl` is trimmed; the exact values written may be
implementation-defined."
VECTOR_LS_INDEX_MAX_EEW,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,enum,"values: ['8', '16', '32', '64', 'XLEN']",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,1411,7,True,False,[#norm:vector_ls_strided_eew]#Vector memory unit-stride and constant-stride operations directly encode EEW of the data to be transferred statically in the instruction to reduce the number of `vtype` c,"A profile may place an upper limit on the maximum supported index EEW
used by vector load/store indexing. For example, some profiles may
limit indexing to sizes no larger than XLEN or a fixed EEW value."
VECTOR_LS_MISALIGNED_LEGAL,TODO,NORM_DIRECT,medium,Misaligned access behavior parameter,binary,"choices: [True, False]",Zvl32b,ext:Zvl32b,False,0,,zalasr.adoc,26,6,True,False,"[#norm:zalasr_misaligned_pma_relax]#The misaligned atomicity granule PMA, defined in Volume II of this manual, optionally relaxes this alignment requirement.#","If an element accessed by a vector memory instruction is not naturally aligned to the size of the element,
either the element is transferred successfully or an address misaligned exception is raised on that element.
Support for misaligned vector memory accesses is independent of an implementation's "
VECTOR_LS_SEG_PARTIAL_ACCESS,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: [True, False]",Zvl32b,ext:Zvl32b,False,0,,smctr.adoc,286,4,True,False,"Control transfer records are stored in a CTR buffer, such that each buffer entry stores information about a single transfer.  The CTR buffer entries are logically accessed via the indirect register ac","If a trap occurs during access to a segment, it is implementation-defined
whether some, all, or none of that segment's element accesses are
performed before the trap is taken."
VECTOR_LS_WHOLEREG_MISALIGNED_LEGAL,TODO,NORM_DIRECT,medium,Misaligned access behavior parameter,binary,"choices: [True, False]",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,1411,7,True,False,[#norm:vector_ls_strided_eew]#Vector memory unit-stride and constant-stride operations directly encode EEW of the data to be transferred statically in the instruction to reduce the number of `vtype` c,"Implementations may raise a misaligned address exception for whole-register
loads/stores if the base address is not aligned to the maximum of the
encoded EEW size (in bytes) or the implementation's smallest supported
SEW (in bytes)."
VENDOR_ID_BANK,"JEDEC Vendor ID bank, for `mvendorid`.",NORM_DIRECT,high,Well-known architectural parameter 'VENDOR_ID_BANK',range,[0..33554431],Sm,ext:Sm,False,1,mvendorid,machine.adoc,263,12,True,False,[#norm:mvendorid_sz_acc_op]#The `mvendorid` CSR is a 32-bit read-only register providing the JEDEC,"Encodes the number of one-byte continuation codes in the Bank field of `mvendorid`.

iN JEDEC’s parlance, the bank number is one greater than the number of continuation codes; hence, the mvendorid Bank field encodes a value that is one less than the JEDEC bank number."
VENDOR_ID_OFFSET,"JEDEC Vendor ID offset, for `mvendorid`.",NORM_DIRECT,high,Well-known architectural parameter 'VENDOR_ID_OFFSET',range,[0..127],Sm,ext:Sm,False,1,mvendorid,machine.adoc,263,7,True,False,[#norm:mvendorid_sz_acc_op]#The `mvendorid` CSR is a 32-bit read-only register providing the JEDEC,"Encodes the final byte of a JEDEC manufactor ID, discarding the parity bit."
VFREDUSUM_FINAL_NODE_ELEMENT_BEHAVIOR,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: ['additive_identity', 'copy']",Zvl32b,ext:Zvl32b,False,0,,b-st-ext.adoc,615,3,True,False,"[#norm:zbkx_indexing_behavior]#Elements in _rs1_ are replaced by the indexed element in _rs2_, or zero","Implementations are permitted to insert an additional additive identity
into the final reduction result, which may affect the final outcome
when no active elements are present."
VFREDUSUM_INACTIVE_NODE_ELEMENT_BEHAVIOR,TODO,NORM_DIRECT,low,No strong signals; defaulting to direct normative parameter,binary,"choices: ['additive_identity', 'copy']",Zvl32b,ext:Zvl32b,False,0,,v-st-ext.adoc,1752,6,True,False,"only take a trap caused by a synchronous exception on element 0.# [#norm:vector_ff_op]#If element 0 raises an exception, `vl` is not modified, and the trap is taken.  If an element > 0 raises an excep","A reduction node that receives an input derived solely from masked-off
elements or elements beyond `vl` may either treat that input as the
additive identity for the appropriate element width or copy the other
input through unchanged to the node output."
